Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Ship Duration,UnitPrice
242,CA-2016-157749,2016-06-04,2016-06-09,Second Class,KL-16645,87e4721f9ce7d509109edc028b2aeef18e075f4ec9538443aec9a5351166b98d,Consumer,United States,Chicago,Illinois,60610.0,Central,FUR-TA-10002607,Furniture,Tables,Ki Conference Tables,177.22,5,0.5,5 days,70.89
243,CA-2016-157749,2016-06-04,2016-06-09,Second Class,KL-16645,87e4721f9ce7d509109edc028b2aeef18e075f4ec9538443aec9a5351166b98d,Consumer,United States,Chicago,Illinois,60610.0,Central,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,4.04,3,0.6,5 days,3.37
244,CA-2016-157749,2016-06-04,2016-06-09,Second Class,KL-16645,87e4721f9ce7d509109edc028b2aeef18e075f4ec9538443aec9a5351166b98d,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.41,2,0.2,5 days,4.63
245,CA-2014-131926,2014-06-01,2014-06-06,Second Class,DW-13480,b89dcc8e8f1c8e2a9e7f6822de3e907e90c5a2cf0e0f68814835d30f8cef8830,Home Office,United States,Lakeville,Minnesota,55044.0,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager'S Chair,2001.86,7,0.0,5 days,285.98
246,CA-2014-131926,2014-06-01,2014-06-06,Second Class,DW-13480,b89dcc8e8f1c8e2a9e7f6822de3e907e90c5a2cf0e0f68814835d30f8cef8830,Home Office,United States,Lakeville,Minnesota,55044.0,Central,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,166.72,2,0.0,5 days,83.36
247,CA-2014-131926,2014-06-01,2014-06-06,Second Class,DW-13480,b89dcc8e8f1c8e2a9e7f6822de3e907e90c5a2cf0e0f68814835d30f8cef8830,Home Office,United States,Lakeville,Minnesota,55044.0,Central,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book W/Frequently-Called Numbers Space, 400 Messages Per Book",47.88,6,0.0,5 days,7.98
248,CA-2014-131926,2014-06-01,2014-06-06,Second Class,DW-13480,b89dcc8e8f1c8e2a9e7f6822de3e907e90c5a2cf0e0f68814835d30f8cef8830,Home Office,United States,Lakeville,Minnesota,55044.0,Central,OFF-AP-10002945,office supplies,Appliances,Honeywell Enviracaire Portable Hepa Air Cleaner For 17' X 22' Room,1503.25,5,0.0,5 days,300.65
249,CA-2014-131926,2014-06-01,2014-06-06,Second Class,DW-13480,b89dcc8e8f1c8e2a9e7f6822de3e907e90c5a2cf0e0f68814835d30f8cef8830,Home Office,United States,Lakeville,Minnesota,55044.0,Central,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,25.92,4,0.0,5 days,6.48
250,CA-2016-154739,2016-12-10,2016-12-15,Second Class,LH-17155,f44474bbd730e2746096005bba57352083f3b73873e7c1b4226334b53ab39bcd,Consumer,United States,San Francisco,California,94109.0,West,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair With Pneumatic Height Adjustment, Black",321.57,2,0.2,5 days,200.98
251,CA-2016-145625,2016-09-11,2016-09-17,Standard Class,KC-16540,3033ab01288babc849076860dbd729a1e4fa7c4048e98890c745bfe1895134c6,Consumer,United States,San Diego,California,92037.0,West,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" X 5"" Forms Per Page",7.61,1,0.0,6 days,7.61
252,CA-2016-145625,2016-09-11,2016-09-17,Standard Class,KC-16540,3033ab01288babc849076860dbd729a1e4fa7c4048e98890c745bfe1895134c6,Consumer,United States,San Diego,California,92037.0,West,TEC-AC-10003832,Technology,Accessories,Logitech P710E Mobile Speakerphone,430.69,13,0.0,6 days,33.13
253,CA-2016-146941,2016-12-10,2016-12-13,Second Class,DL-13315,726489c622c22ad3249a734230d5b71edcb6d8c5e8b274ccb77fa41f9e0378d7,Consumer,United States,New York City,New York,10024.0,East,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",80.58,6,0.0,3 days,13.43
254,CA-2016-146941,2016-12-10,2016-12-13,First Class,DL-13315,726489c622c22ad3249a734230d5b71edcb6d8c5e8b274ccb77fa41f9e0378d7,Consumer,United States,New York City,New York,10024.0,East,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92,4,0.0,3 days,90.48
255,US-2015-159982,2015-11-28,2015-12-04,Standard Class,DR-12880,751f994a3d3b5b290a0f619f1f6d9f58003cb0875f934ad1b3dec4d4b14bfa61,Corporate,United States,Chicago,Illinois,60623.0.0,Central,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,12.13,9,0.6,6 days,3.37
256,US-2015-159982,2015-11-28,2015-12-04,Standard Class,DR-12880,751f994a3d3b5b290a0f619f1f6d9f58003cb0875f934ad1b3dec4d4b14bfa61,Corporate,United States,Chicago,Illinois,60623.0,Central,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",82.37,2,0.2,6 days,51.48
257,US-2015-159982,2015-11-28,2015-12-04,Standard Class,DR-12880,751f994a3d3b5b290a0f619f1f6d9f58003cb0875f934ad1b3dec4d4b14bfa61,Corporate,United States,Chicago,Illinois,60623.0,Central,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File With Scoop Front Design, Black",53.92,5,0.2,6 days,13.48
258,US-2015-159982,2015-11-28,2015-12-04,Standard Class,DR-12880,751f994a3d3b5b290a0f619f1f6d9f58003cb0875f934ad1b3dec4d4b14bfa61,Corporate,United States,Chicago,Illinois,60623.0,Central,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710E - Speaker Phone,647.9,6,0.2,6 days,134.98
259,CA-2017-163139,2017-12-01,2017-12-03,Second Class,CC-12670,5d3ec596d6d6e994828ed7b179663c4879716ac82f8ea37aba3261581f9fe528,Consumer,United States,New York City,New York,10009.0,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port Usb 2.0 Hub,20.37,3,0.0,2 days,6.79
260,CA-2017-163139,2017-12-01,2017-12-03,Second Class,CC-12670,5d3ec596d6d6e994828ed7b179663c4879716ac82f8ea37aba3261581f9fe528,Consumer,United States,New York City,New York,10009.0,East,OFF-ST-10002790,Office Supplies,Storage,Safco Industrial Shelving,221.55,3,0.0,2 days,73.85
261,CA-2017-163139,2017-12-01,2017-12-03,Second Class,CC-12670,5d3ec596d6d6e994828ed7b179663c4879716ac82f8ea37aba3261581f9fe528,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,17.52,5,0.2,2 days,4.38
262,US-2017-155299,2017-06-08,2017-06-12,Standard Class,Dl-13600,575da55effbdc7e8ba672989e306a4ac70508816275c82f838e2dade1e8f3b66,Corporate,United States,Pasadena,Texas,77506.0,Central,OFF-AP-10002203,Office Supplies,Appliances,Eureka Disposable Bags For Sanitaire Vibra Groomer I Upright Vac,1.62,2,0.8,4 days,4.060000000000001
263,US-2014-106992,2014-09-19,2014-09-21,Second Class,SB-20290,5ddfb7389f5b5ca2a723df6e3d44b53c67bcf853fa25ab4b63eed30670d67bf1,Corporate,United States,Houston,Texas,77036.0,Central,TEC-MA-10000822,Technology,Machines,Lexmark Mx611Dhe Monochrome Laser Printer,3059.98,3,0.4,2 days,1699.9899999999998
264,US-2014-106992,2014-09-19,2014-09-21,Second Class,SB-20290,5ddfb7389f5b5ca2a723df6e3d44b53c67bcf853fa25ab4b63eed30670d67bf1,Corporate,United States,Houston,Texas,77036.0,Central,TEC-MA-10003353,Technology,Machines,Xerox Workcentre 6505Dn Laser Multifunction Printer,2519.96,7,0.4,2 days,599.99
265,CA-2016-125318,2016-06-06,2016-06-13,Standard Class,RC-19825,7e9f85e95833afcf0a030d8616b676f1f2cee2d10898094bc2a75ba5439e39ec,Consumer,United States,Chicago,Illinois,60610.0,Central,TEC-PH-10001433,Technology,Phones,Cisco Small Business Spa 502G Voip Phone,328.22,4,0.2,7 days,102.57
266,CA-2015-155040,2015-11-10,2015-11-15,Standard Class,AH-10210,241fa973f0bcb05c4bd0dd785045691547cd2c4d652daa1e308e7b3c3d757a92,Consumer,United States,Brentwood,California,94513.0,West,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,79.9,2,0.0,5 days,39.95
267,CA-2017-136826,2017-06-16,2017-06-20,Standard Class,CB-12535,1642267f0273601e152a0ed7db189be2d34ed94e74e67c3e829f000a8f6395c8,Corporate,United States,Chapel Hill,North Carolina,27514.0,South,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",14.02,3,0.2,4 days,5.84
268,CA-2016-111010,2016-01-22,2016-01-28,Standard Class,PG-18895,94fa84a56e1b77cf6fa955f609b2414db6d4101c4a8f0f336701d03e796a7b4d,Consumer,United States,Morristown,New Jersey,7960.0,East,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,7.56,6,0.0,6 days,1.26
269,US-2017-145366,2017-12-09,2017-12-13,Standard Class,CA-12310,7a7d651daf4b0b8e200fceb6d4cec5a22ca32ec3198c71a435bf360e5fa1ddd7,Corporate,United States,Cincinnati,Ohio,45231.0,East,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,37.21,1,0.2,4 days,46.51
270,US-2017-145366,2017-12-09,2017-12-13,Standard Class,CA-12310,7a7d651daf4b0b8e200fceb6d4cec5a22ca32ec3198c71a435bf360e5fa1ddd7,Corporate,United States,Cincinnati,Ohio,45231.0,East,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes With String And Button Closure, 10 X 13",57.58,3,0.2,4 days,23.99
271,CA-2017-163979,2017-12-28,2018-01-02,Second Class,KH-16690,25eaa37317379b5c7719c79b186b2555b313176e5ef890fdcf3513938739e689,Corporate,United States,San Francisco,California,94110.0,West,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,725.84,4,0.0,5 days,181.46
272,CA-2015-155334,2015-07-30,2015-07-31,First Class,HA-14920,bbf652b010bfd87436865021fd84ad52928ceb87e4ee0803cf05938e61ca6aa2,Consumer,United States,San Francisco,California,94109.0,West,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse For Web Scrolling,209.93,7,0.0,1 days,29.99
273,CA-2015-155334,2015-07-30,2015-07-31,First Class,HA-14920,bbf652b010bfd87436865021fd84ad52928ceb87e4ee0803cf05938e61ca6aa2,Consumer,United States,San Francisco,California,94109.0,West,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,5.28,3,0.0,1 days,1.76
274,CA-2015-155334,2015-07-30,2015-07-31,First Class,HA-14920,bbf652b010bfd87436865021fd84ad52928ceb87e4ee0803cf05938e61ca6aa2,Consumer,United States,San Francisco,California,94109.0,West,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,10.92,3,0.2,1 days,4.55
275,CA-2017-118136,2017-09-16,2017-09-17,First Class,BB-10990,4ef538c03da56cccb085043a56edb7bfc97849b16a71ca630835ebce7204f309,Corporate,United States,Inglewood,California,90301.0,West,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" X 9"", Gregg Ruled",8.82,2,0.0,1 days,4.41
276,CA-2017-118136,2017-09-16,2017-09-17,First Class,BB-10990,4ef538c03da56cccb085043a56edb7bfc97849b16a71ca630835ebce7204f309,Corporate,United States,Inglewood,California,90301.0,West,OFF-AR-10001427,Office Supplies,Art,Newell 330,5.98,1,0.0,1 days,5.98
277,CA-2017-132976,2017-10-13,2017-10-17,Standard Class,AG-10495,e6be52d4bd64a14f6c3b7099c3f33fd33c60355963b901ba243a6640a720d293,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-PA-10000673,Office Supplies,Paper,"Post-It Important Message Note Pad, Neon Colors, 50 Sheets/Pad",11.65,2,0.2,4 days,7.279999999999999
278,CA-2017-132976,2017-10-13,2017-10-17,Standard Class,AG-10495,e6be52d4bd64a14f6c3b7099c3f33fd33c60355963b901ba243a6640a720d293,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-PA-10004470,Office Supplies,Paper,"Adams Write N' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",18.18,4,0.2,4 days,5.68
279,CA-2017-132976,2017-10-13,2017-10-17,Standard Class,AG-10495,e6be52d4bd64a14f6c3b7099c3f33fd33c60355963b901ba243a6640a720d293,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,59.71,6,0.2,4 days,12.44
280,CA-2017-132976,2017-10-13,2017-10-17,Standard Class,AG-10495,e6be52d4bd64a14f6c3b7099c3f33fd33c60355963b901ba243a6640a720d293,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-LA-10002043,Office Supplies,Labels,Avery 489,24.84,3,0.2,4 days,10.35
281,US-2015-161991,2015-09-26,2015-09-28,Second Class,SC-20725,bb79fcb80a43dc1002a74048a29ea3dd4ceec201a261504c8044ae0f98184bab,Consumer,United States,Houston,Texas,77070.0,Central,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,2.08,5,0.8,2 days,2.08
282,US-2015-161991,2015-09-26,2015-09-28,Second Class,SC-20725,bb79fcb80a43dc1002a74048a29ea3dd4ceec201a261504c8044ae0f98184bab,Consumer,United States,Houston,Texas,77070.0,Central,TEC-PH-10001760,Technology,Phones,Bose Soundlink Bluetooth Speaker,1114.4,7,0.2,2 days,199.0
283,CA-2015-130890,2015-11-02,2015-11-06,Standard Class,JO-15280,3ec4cff4aa8c598c8c14970a1401d8a6cb01a163269e0651ada89766a0cfb761,Consumer,United States,Los Angeles,California,90004.0,West,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1038.84,5,0.2,4 days,259.71
284,CA-2015-130883,2015-09-26,2015-10-02,Standard Class,TB-21520,ed8c12f9b29b76fb3123683e4a3cee69ef886485fbf26d614f55c04b7865258b,Consumer,United States,Portland,Oregon,97206.0,West,OFF-PA-10000474,Office Supplies,Paper,Easy-Staple Paper,141.76,5,0.2,6 days,35.44
285,CA-2015-130883,2015-09-26,2015-10-02,Standard Class,TB-21520,ed8c12f9b29b76fb3123683e4a3cee69ef886485fbf26d614f55c04b7865258b,Consumer,United States,Portland,Oregon,97206.0,West,TEC-AC-10001956,Technology,Accessories,Microsoft Arc Touch Mouse,239.8,5,0.2,6 days,59.95
286,CA-2015-130883,2015-09-26,2015-10-02,Standard Class,TB-21520,ed8c12f9b29b76fb3123683e4a3cee69ef886485fbf26d614f55c04b7865258b,Consumer,United States,Portland,Oregon,97206.0,West,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,31.1,6,0.2,6 days,6.48
287,CA-2016-112697,2016-12-18,2016-12-20,Second Class,AH-10195,4fa5c37d2c822b2edd85a55750616f75eba3b83f45f7ac0d76d9229d44a2c610,Corporate,United States,Tamarac,Florida,33319.0,South,OFF-BI-10000778,Office Supplies,Binders,Gbc Velobinder Electric Binding Machine,254.06,7,0.7,2 days,120.97999999999998
288,CA-2016-112697,2016-12-18,2016-12-20,Second Class,AH-10195,4fa5c37d2c822b2edd85a55750616f75eba3b83f45f7ac0d76d9229d44a2c610,Corporate,United States,Tamarac,Florida,33319.0,South,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",194.53,2,0.2,2 days,121.58
289,CA-2016-112697,2016-12-18,2016-12-20,Second Class,AH-10195,4fa5c37d2c822b2edd85a55750616f75eba3b83f45f7ac0d76d9229d44a2c610,Corporate,United States,Tamarac,Florida,33319.0,South,OFF-SU-10000646,Office Supplies,Supplies,Premier Automatic Letter Opener,961.48,5,0.2,2 days,240.37
290,CA-2016-110772,2016-11-20,2016-11-24,Second Class,NZ-18565,319a6694398fec939ca7e6e03b344d0fe67c938136e64007d31fe0724838bd9b,Home Office,United States,Columbus,Ohio,43229.0,East,OFF-FA-10002983,Office Supplies,Fasteners,Advantus Slideclip Paper Clips,19.1,7,0.2,4 days,3.41
291,CA-2016-110772,2016-11-20,2016-11-24,Second Class,NZ-18565,319a6694398fec939ca7e6e03b344d0fe67c938136e64007d31fe0724838bd9b,Home Office,United States,Columbus,Ohio,43229.0,East,OFF-LA-10004689,Office Supplies,Labels,Avery 512,18.5,8,0.2,4 days,2.89
292,CA-2016-110772,2016-11-20,2016-11-24,Second Class,NZ-18565,319a6694398fec939ca7e6e03b344d0fe67c938136e64007d31fe0724838bd9b,Home Office,United States,Columbus,Ohio,43229.0,East,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,255.98,2,0.2,4 days,159.98999999999998
293,CA-2016-110772,2016-11-20,2016-11-24,Second Class,NZ-18565,319a6694398fec939ca7e6e03b344d0fe67c938136e64007d31fe0724838bd9b,Home Office,United States,Columbus,Ohio,43229.0,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97,3,0.5,4 days,57.98
294,CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,6018bf74c2b9d6194fc41a758b91439095d4d40c4ba6c3a0effc1be7948c46cf,Corporate,United States,Colorado Springs,Colorado,80906.0,West,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.42,8,0.2,2 days,46.94
295,CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,6018bf74c2b9d6194fc41a758b91439095d4d40c4ba6c3a0effc1be7948c46cf,Corporate,United States,Colorado Springs,Colorado,80906.0,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,230.35,3,0.2,2 days,95.98
296,CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,6018bf74c2b9d6194fc41a758b91439095d4d40c4ba6c3a0effc1be7948c46cf,Corporate,United States,Colorado Springs,Colorado,80906.0,West,FUR-FU-10002918,Furniture,Furnishings,Eldon Clustermat Chair Mat With Cordless Antistatic Protection,218.35,3,0.2,2 days,90.98
297,CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,6018bf74c2b9d6194fc41a758b91439095d4d40c4ba6c3a0effc1be7948c46cf,Corporate,United States,Colorado Springs,Colorado,80906.0,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,78.6,5,0.7,2 days,52.39999999999999
298,CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,6018bf74c2b9d6194fc41a758b91439095d4d40c4ba6c3a0effc1be7948c46cf,Corporate,United States,Colorado Springs,Colorado,80906.0,West,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips In Organizer Box, 800/Box",27.55,3,0.2,2 days,11.48
299,CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,77064ffdb622e8223f8196c130e3532914df90e1898ca0b797b8480a06f53170,Corporate,United States,Belleville,New Jersey,7109.0,East,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,32.4,5,0.0,6 days,6.48
300,CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,77064ffdb622e8223f8196c130e3532914df90e1898ca0b797b8480a06f53170,Corporate,United States,Belleville,New Jersey,7109.0,East,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",1082.48,8,0.0,6 days,135.31
301,CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,77064ffdb622e8223f8196c130e3532914df90e1898ca0b797b8480a06f53170,Corporate,United States,Belleville,New Jersey,7109.0,East,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,56.91,3,0.0,6 days,18.97
302,CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,77064ffdb622e8223f8196c130e3532914df90e1898ca0b797b8480a06f53170,Corporate,United States,Belleville,New Jersey,7109.0,East,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb Per Pack, 60 Watts",77.6,4,0.0,6 days,19.4
303,CA-2016-142545,2016-10-28,2016-11-03,Standard Class,JD-15895,77064ffdb622e8223f8196c130e3532914df90e1898ca0b797b8480a06f53170,Corporate,United States,Belleville,New Jersey,7109.0,East,OFF-BI-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder With Round Locking Rings,14.28,1,0.0,6 days,14.28
304,US-2017-152380,2017-11-19,2017-11-23,Standard Class,JH-15910,267e62c00b66411d570469429942c5fa7470955fb03bd50ba0141f3a01c1710b,Consumer,United States,Chicago,Illinois,60623.0,Central,FUR-TA-10002533,Furniture,Tables,Bpi Conference Tables,219.08,3,0.5,4 days,146.05
305,CA-2015-144253,2015-05-04,2015-05-09,Second Class,AS-10225,fd985ff1a9fcc2b2dd8772d3d9d0ceb52bfea459906ba64c1385b9cd1db6732a,Corporate,United States,New York City,New York,10024.0,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb For Zoom-In Desk Lamp,26.8,2,0.0,5 days,13.4
306,CA-2014-130960,2014-12-30,2015-01-04,Standard Class,KB-16600,08d05646fc39bbe28a8e36601be2d3844a895c231a882e220539c7481ce843e9,Corporate,United States,Taylor,Michigan,48180.0,Central,OFF-AR-10003651,Office Supplies,Art,Newell 350,9.84,3,0.0,5 days,3.28
307,CA-2014-111003,2014-06-01,2014-06-06,Standard Class,CR-12625,d39dd257708e4e664c440b9b7aad0545c1ef69f210f35c84706dcc29654c0ca3,Home Office,United States,Lakewood,New Jersey,8701.0,East,OFF-BI-10001072,Office Supplies,Binders,"Gbc Clear Cover, 8-1/2 X 11, Unpunched, 25 Covers Per Pack",45.48,3,0.0,5 days,15.159999999999998
308,CA-2014-111003,2014-06-01,2014-06-06,Standard Class,CR-12625,d39dd257708e4e664c440b9b7aad0545c1ef69f210f35c84706dcc29654c0ca3,Home Office,United States,Lakewood,New Jersey,8701.0,East,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,289.2,6,0.0,5 days,48.2
309,CA-2017-126774,2017-04-15,2017-04-17,First Class,SH-20395,ff79734b8b635c06e79d806b1e6ed26d7c755edfa1e40fac9d41a826232c81db,Consumer,United States,Arlington,Virginia,22204.0,South,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,4.89,1,0.0,2 days,4.89
310,CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,3ddfe721dd4666159e4a06c6e2579a865cfbf10eb6d7f48af20e7a8343a71381,Corporate,United States,Arvada,Colorado,80004.0,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.14,4,0.2,2 days,4.73
311,CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,3ddfe721dd4666159e4a06c6e2579a865cfbf10eb6d7f48af20e7a8343a71381,Corporate,United States,Arvada,Colorado,80004.0,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1166.92,5,0.2,2 days,291.73
312,CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,3ddfe721dd4666159e4a06c6e2579a865cfbf10eb6d7f48af20e7a8343a71381,Corporate,United States,Arvada,Colorado,80004.0,West,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.23,1,0.2,2 days,19.04
313,CA-2016-142902,2016-09-12,2016-09-14,Second Class,BP-11185,3ddfe721dd4666159e4a06c6e2579a865cfbf10eb6d7f48af20e7a8343a71381,Corporate,United States,Arvada,Colorado,80004.0,West,OFF-LA-10000634,Office Supplies,Labels,Avery 509,6.26,3,0.2,2 days,2.61
314,CA-2014-120887,2014-09-27,2014-10-03,Standard Class,TS-21205,ce864c3c394037ff9ae577f19e4ea1917021953edc3ad2fd195be40a1a237134,Corporate,United States,Hackensack,New Jersey,7601.0,East,FUR-FU-10001588,Furniture,Furnishings,"Deflect-O Supertray Unbreakable Stackable Tray, Letter, Black",87.54,3,0.0,6 days,29.18
315,CA-2014-167850,2014-08-09,2014-08-16,Standard Class,AG-10525,61bbb765a66307d381e80c7ae6c96fdcd04ef025147ebcd77bf76f22a1c8974c,Corporate,United States,Saint Petersburg,Florida,33710.0,South,TEC-PH-10002398,Technology,Phones,At&T 1070 Corded Phone,178.38,2,0.2,7 days,111.49
316,CA-2014-167850,2014-08-09,2014-08-16,Standard Class,AG-10525,61bbb765a66307d381e80c7ae6c96fdcd04ef025147ebcd77bf76f22a1c8974c,Corporate,United States,Saint Petersburg,Florida,33710.0,South,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,15.55,3,0.2,7 days,6.479999999999999
317,CA-2014-164259,2014-12-28,2014-12-30,First Class,SP-20860,7258b952ca46326b6890846e0b0e6cc4be04adb2f1038668d556810a775c23e8,Corporate,United States,Philadelphia,Pennsylvania,19143.0,East,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.14,4,0.2,2 days,30.98
318,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,06a4de5b13d3ff590e897c76f81026e1c20e46ce500231294b10d419b2471ec9,Home Office,United States,New York City,New York,10024.0,East,FUR-CH-10002602,Furniture,Chairs,Dmi Arturo Collection Mission-Style Design Wood Chair,135.88,1,0.1,5 days,150.98
319,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,06a4de5b13d3ff590e897c76f81026e1c20e46ce500231294b10d419b2471ec9,Home Office,United States,New York City,New York,10024.0,East,TEC-MA-10002927,Technology,Machines,Canon Imageclass Mf7460 Monochrome Digital Laser Multifunction Copier,3991.98,2,0.0,5 days,1995.99
320,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,06a4de5b13d3ff590e897c76f81026e1c20e46ce500231294b10d419b2471ec9,Home Office,United States,New York City,New York,10024.0,East,TEC-PH-10004093,Technology,Phones,Panasonic Kx-Ts550,275.94,6,0.0,5 days,45.99
321,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,06a4de5b13d3ff590e897c76f81026e1c20e46ce500231294b10d419b2471ec9,Home Office,United States,New York City,New York,10024.0,East,TEC-AC-10000892,Technology,Accessories,Netgear N750 Dual Band Wi-Fi Gigabit Router,360.0,4,0.0,5 days,90.0
322,CA-2014-164973,2014-11-04,2014-11-09,Standard Class,NM-18445,06a4de5b13d3ff590e897c76f81026e1c20e46ce500231294b10d419b2471ec9,Home Office,United States,New York City,New York,10024.0,East,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle Ii, Black",43.57,1,0.0,5 days,43.57
323,CA-2014-156601,2014-09-19,2014-09-24,Standard Class,FA-14230,28baf94da46e6eba9fbb1af942375e727d46f6e682496a806bfee52b9c0bbd92,Corporate,United States,Long Beach,California,11561.0,West,OFF-FA-10000624,Office Supplies,Fasteners,Oic Binder Clips,7.16,2,0.0,5 days,3.58
324,CA-2016-162138,2016-04-23,2016-04-27,Standard Class,GK-14620,397f65136486c9bbe139df08795f8ae89baac6e44ce80f6497b568ff0a6df4b0,Corporate,United States,Hesperia,California,92345.0,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,251.52,6,0.2,4 days,52.39999999999999
